year,month,day,subCategory,state,sales,profit,date
2013,11,12,Storage,New York,83.36,20.84,
2012,10,4,Furnishings,Pennsylvania,64.944,6.4944,
2014,12,3,Appliances,California,79.47,22.2516,
2014,5,15,Paper,Texas,76.864,26.9024,
2011,5,13,Accessories,California,149.97,52.4895,
2012,6,23,Binders,Georgia,165.98,74.691,
2011,12,31,Accessories,New York,34.77,11.4741,
2013,7,13,Phones,California,95.76,7.182,
2011,5,11,Phones,Texas,100.792,6.2995,
2011,11,1,Storage,Kentucky,69.52,19.4656,
2012,6,25,Storage,Pennsylvania,78.256,-17.6076,
2014,10,6,Paper,California,61.96,27.882,
2014,10,9,Chairs,New York,145.764,3.2392,
2013,3,16,Paper,Mississippi,45.68,21.0128,
2011,12,29,Accessories,Minnesota,119.8,47.92,
2012,4,2,Machines,California,71.976,24.2919,
2011,3,30,Storage,Minnesota,129.3,6.465,
2013,9,6,Storage,Michigan,70.95,20.5755,
2012,3,16,Phones,New York,85.9,2.577,
2013,12,12,Paper,California,30.98,13.941,
2013,3,12,Accessories,Minnesota,45.98,19.7714,
2012,6,13,Binders,California,36.624,13.734,
2011,11,23,Envelopes,Pennsylvania,62.808,21.1977,
2011,9,8,Chairs,New York,172.764,13.4372,
2013,5,22,Paper,Texas,82.656,30.996,
2013,9,4,Bookcases,Illinois,198.744,0,
2012,5,29,Binders,Washington,167.76,62.91,
2014,10,23,Tables,Oregon,177.225,-120.513,
2013,11,11,Storage,California,29.74,4.461,
2014,11,28,Furnishings,Wisconsin,46.94,19.2454,
2014,1,2,Furnishings,Texas,141.42,-187.3815,
2011,6,1,Storage,Minnesota,166.72,41.68,
2013,7,8,Phones,Pennsylvania,59.994,-12.9987,
2013,2,1,Paper,California,105.52,48.5392,
2012,12,27,Envelopes,Arkansas,105.42,51.6558,
2013,10,24,Paper,Illinois,54.816,17.8152,
2014,3,17,Storage,Washington,46.51,1.8604,
2011,3,18,Furnishings,Florida,122.352,15.294,
2012,9,19,Accessories,Georgia,66.36,23.226,
2013,2,13,Paper,California,146.82,73.41,
2012,9,15,Furnishings,Florida,55.968,-2.0988,
2014,7,14,Furnishings,Pennsylvania,91.008,19.3392,
2014,11,22,Phones,Texas,55.176,-12.4146,
2013,4,13,Envelopes,Virginia,63.9,28.755,
2012,11,26,Storage,Massachusetts,104.9,25.176,
2011,10,18,Paper,Washington,61.96,27.882,
2013,10,18,Bookcases,California,120.666,21.294,
2013,5,3,Binders,New York,90.48,33.93,
2014,4,10,Art,New York,35.97,9.7119,
2012,9,7,Chairs,Texas,47.516,-2.0364,
2014,10,3,Art,Oregon,95.144,10.7037,
2014,12,1,Accessories,Texas,95.976,-10.7973,
2012,10,2,Binders,California,53.568,19.4184,
2013,10,29,Furnishings,Florida,47.952,13.7862,
2013,11,6,Accessories,Texas,171.96,45.1395,
2011,3,5,Art,New York,59.52,15.4752,
2014,9,12,Appliances,Virginia,67.9,20.37,
2014,10,22,Storage,Pennsylvania,71.376,-4.461,
2011,4,19,Binders,Virginia,58.05,26.703,
2011,3,1,Storage,Texas,129.552,-22.6716,
2011,9,24,Storage,California,211.96,8.4784,
2013,10,29,Binders,California,49.536,17.3376,
2014,8,8,Art,New York,104.8,26.2,
2012,8,31,Paper,California,58.32,27.9936,
2013,7,11,Binders,Arizona,44.856,-35.8848,
2011,10,8,Paper,New York,123.92,55.764,
2013,8,30,Paper,Illinois,64.624,22.6184,
2012,3,23,Chairs,Texas,107.772,-29.2524,
2014,11,6,Paper,Indiana,67.8,31.188,
2011,8,3,Supplies,New York,102.3,26.598,
2011,8,27,Furnishings,Virginia,29.12,12.5216,
2011,9,19,Storage,North Carolina,67.344,7.5762,
2011,11,3,Binders,New York,48.896,18.336,
2014,2,18,Furnishings,Ohio,30.144,8.2896,
2012,9,12,Storage,New York,105.98,4.2392,
2012,12,27,Bookcases,Tennessee,131.104,8.194,
2013,11,19,Phones,California,61.192,6.1192,
2013,5,20,Appliances,California,87.84,23.7168,
2014,7,7,Chairs,California,122.136,-13.7403,
2011,12,29,Labels,California,88.8,44.4,
2014,12,5,Chairs,New Jersey,182.22,45.555,
2014,10,3,Phones,New York,65.99,17.1574,
2011,10,7,Furnishings,Pennsylvania,129.92,21.112,
2012,6,28,Binders,Georgia,119.56,54.9976,
2014,12,1,Storage,Mississippi,173.8,43.45,
2013,6,26,Chairs,Texas,85.246,-6.089,
2011,5,30,Binders,New York,25.584,8.9544,
2014,11,19,Chairs,Illinois,127.386,-25.4772,
2011,10,19,Paper,California,146.73,68.9631,
2011,9,21,Envelopes,California,78.35,36.8245,
2013,11,7,Paper,Florida,36.112,12.6392,
2011,10,5,Appliances,Ohio,91.92,11.49,
2014,9,16,Paper,Tennessee,163.96,59.4355,
2012,6,8,Furnishings,Florida,173.208,45.4671,
2013,4,20,Art,California,73.2,21.228,
2014,9,24,Appliances,Illinois,73.176,-197.5752,
2014,11,21,Furnishings,Ohio,77.6,28.13,
2011,5,20,Art,New Hampshire,38.52,11.9412,
2014,4,15,Bookcases,New York,242.352,9.0882,
2012,11,17,Storage,Oklahoma,541.24,5.4124,
2013,11,23,Binders,New York,134.272,46.9952,
2014,7,24,Paper,California,58.32,27.9936,
2013,6,18,Storage,New York,40.74,0.4074,
2011,9,14,Envelopes,New York,68.46,31.4916,
2014,5,7,Paper,Arizona,84.416,27.4352,
2014,12,29,Labels,New York,72.45,34.776,
2013,12,10,Tables,Tennessee,79.974,-29.3238,
2014,6,12,Storage,Washington,102.96,1.0296,
2012,9,13,Binders,California,25.032,7.8225,
2012,5,31,Paper,California,58.38,26.271,
2012,10,15,Accessories,Texas,263.88,42.8805,
2014,8,14,Appliances,California,83.79,22.6233,
2014,10,10,Paper,California,35.2,16.544,
2014,6,20,Paper,New York,97.82,45.9754,
2014,9,21,Chairs,New York,80.991,8.0991,
2013,11,26,Accessories,Ohio,59.976,11.9952,
2011,9,26,Appliances,Pennsylvania,143.952,14.3952,
2011,11,18,Storage,Minnesota,67.15,16.7875,
2013,1,10,Furnishings,Washington,79.92,34.3656,
2014,1,14,Art,Missouri,209.94,54.5844,
2012,9,10,Supplies,California,51.52,1.5456,
2011,11,12,Storage,Texas,49.632,4.9632,
2014,9,30,Supplies,California,97.3,28.217,
2011,11,21,Accessories,California,94.99,28.497,
2013,8,29,Phones,Colorado,108.576,8.1432,
2014,9,25,Accessories,Minnesota,72,12.96,
2014,9,12,Furnishings,Florida,34.504,6.0382,
2014,10,16,Labels,California,152.65,70.219,
2014,10,31,Labels,Kentucky,30,14.4,
2013,12,5,Paper,California,104.85,50.328,
2013,4,5,Accessories,New York,89.97,37.7874,
2013,5,16,Art,Mississippi,91.96,25.7488,
2012,9,18,Binders,Maryland,65.08,31.8892,
2013,11,19,Labels,Texas,48.848,15.8756,
2014,10,9,Phones,California,103.192,11.6091,
2012,11,13,Furnishings,Montana,63.98,21.7532,
2011,8,8,Furnishings,Arizona,121.376,-3.0344,
2013,4,26,Phones,Pennsylvania,82.8,-20.7,
2013,6,6,Storage,Pennsylvania,124.608,-23.364,
2011,9,6,Furnishings,California,41.88,12.1452,
2014,9,9,Binders,Texas,42.616,-68.1856,
2013,8,23,Appliances,Ohio,113.552,8.5164,
2011,5,9,Accessories,California,167.97,40.3128,
2011,10,10,Furnishings,Arizona,46.872,3.5154,
2013,11,26,Storage,Alabama,73.36,19.8072,
2012,5,26,Chairs,Texas,105.686,-28.6862,
2013,7,10,Furnishings,New York,165.28,14.8752,
2014,6,4,Bookcases,Florida,241.568,0,
2014,5,1,Envelopes,New York,62.96,28.332,
2014,11,27,Phones,Indiana,89.98,43.1904,
2012,9,20,Binders,Massachusetts,37.68,16.956,
2014,1,25,Phones,California,110.352,8.2764,
2013,9,4,Paper,Connecticut,48.16,22.1536,
2014,12,9,Storage,California,29.79,8.6391,
2014,10,21,Paper,Pennsylvania,45.528,15.9348,
2013,10,28,Binders,California,67.136,25.176,
2013,7,26,Binders,California,119.616,40.3704,
2013,2,27,Binders,Wisconsin,56.82,28.41,
2013,10,9,Labels,Texas,60.144,20.2986,
2012,4,22,Art,California,64.14,16.6764,
2012,9,15,Storage,Pennsylvania,147.184,-29.4368,
2014,9,24,Binders,California,72.96,23.712,
2014,2,21,Furnishings,Arizona,68.704,16.3172,
2014,9,16,Furnishings,New Jersey,47.4,18.96,
2014,1,20,Paper,Vermont,79.92,37.5624,
2012,9,25,Phones,New Jersey,104.98,52.49,
2014,12,15,Envelopes,California,43.7,20.539,
2011,4,29,Chairs,Louisiana,51.96,12.99,
2014,11,7,Chairs,Pennsylvania,127.372,-30.9332,
2012,11,21,Appliances,Indiana,19.75,5.135,
2014,8,2,Storage,California,186.54,50.3658,
2014,4,22,Accessories,Texas,47.976,8.3958,
2014,9,30,Machines,Texas,336.51,44.868,
2013,7,20,Binders,Mississippi,77.56,35.6776,
2012,8,13,Furnishings,California,31.56,10.4148,
2013,4,23,Furnishings,Missouri,86.62,8.662,
2012,2,15,Accessories,Wisconsin,139.95,26.5905,
2014,10,31,Supplies,Kentucky,35.06,10.518,
2012,2,14,Accessories,Ohio,71.976,0.8997,
2013,5,24,Phones,Pennsylvania,122.382,-24.4764,
2013,7,17,Accessories,South Carolina,75.98,18.2352,
2011,4,11,Phones,Montana,105.584,9.2386,
2014,2,18,Phones,Ohio,57.594,-11.5188,
2012,9,17,Art,Pennsylvania,86.304,9.7092,
2011,7,21,Art,California,99.2,25.792,
2011,9,21,Appliances,Nebraska,25.96,7.5284,
2013,4,20,Art,New York,71.96,17.99,
2014,9,3,Accessories,Illinois,40.68,-7.119,
2011,11,19,Storage,Minnesota,221.16,57.5016,
2011,8,23,Paper,New York,45.92,22.5008,
2012,3,24,Furnishings,Washington,46.9,13.132,
2011,3,5,Binders,New York,49.632,16.7508,
2013,9,30,Art,Indiana,40.88,10.6288,
2014,8,28,Appliances,California,321.92,96.576,
2012,4,13,Paper,Arizona,54.816,17.8152,
2012,3,22,Paper,California,105.52,48.5392,
2014,5,7,Art,Virginia,54.66,18.0378,
2014,6,25,Art,California,95.92,25.8984,
2013,4,18,Furnishings,Tennessee,79.12,13.846,
2013,9,26,Paper,Oregon,60.048,22.518,
2014,3,28,Accessories,Texas,39.992,6.9986,
2012,11,27,Furnishings,Massachusetts,38.97,4.6764,
2014,6,11,Phones,Washington,88.776,7.7679,
2014,9,6,Art,Tennessee,71.96,7.196,
2011,11,1,Furnishings,Ohio,68.704,16.3172,
2013,6,3,Binders,Washington,51.648,18.7224,
2013,9,23,Envelopes,Ohio,63.968,19.99,
2013,8,27,Paper,California,154.9,69.705,
2013,9,18,Chairs,Washington,113.888,9.9652,
2014,5,15,Binders,Ohio,58.17,-46.536,
2014,9,8,Furnishings,Missouri,135.3,37.884,
2012,5,23,Storage,Rhode Island,51.45,13.8915,
2014,11,25,Accessories,California,223.58,87.1962,
2012,7,20,Envelopes,Indiana,106.75,49.105,
2014,12,4,Binders,New York,83.92,29.372,
2014,3,12,Tables,Pennsylvania,154.764,-46.4292,
2013,1,30,Binders,California,50.784,17.7744,
2013,3,14,Binders,Pennsylvania,23.16,-15.44,
2013,9,27,Accessories,Washington,100,21,
2013,6,29,Binders,California,33.568,11.7488,
2014,12,10,Binders,Kentucky,29.36,13.5056,
2011,9,23,Binders,Delaware,34.5,15.525,
2011,4,6,Binders,Pennsylvania,44.91,-35.928,
2014,12,11,Accessories,Washington,49.08,4.908,
2012,11,16,Phones,Idaho,304.776,22.8582,
2014,11,17,Storage,Washington,33.29,7.9896,
2011,3,1,Furnishings,Texas,63.552,-34.9536,
2014,6,16,Tables,Tennessee,120.96,-28.224,
2012,9,3,Envelopes,North Carolina,200.984,62.8075,
2011,7,7,Furnishings,Pennsylvania,69.008,12.0764,
2011,6,15,Paper,Texas,36.544,11.8768,
2014,8,8,Accessories,California,55.76,7.8064,
2014,10,3,Binders,Michigan,58.05,26.703,
2013,5,15,Furnishings,Ohio,79.384,29.769,
2013,11,26,Accessories,Michigan,160,62.4,
2012,12,5,Chairs,Tennessee,97.424,10.9602,
2014,12,9,Accessories,California,179.95,37.7895,
2014,9,25,Furnishings,Ohio,103.056,24.4758,
2011,9,9,Phones,Pennsylvania,135.516,-31.6204,
2012,9,21,Envelopes,South Carolina,121.96,57.3212,
2012,4,26,Storage,Tennessee,72.784,-18.196,
2012,2,8,Phones,Ohio,107.982,-26.9955,
2013,4,4,Furnishings,Indiana,71.12,22.0472,
2013,12,16,Appliances,Oregon,87.168,8.7168,
2014,5,30,Storage,Texas,53.424,4.6746,
2013,4,5,Furnishings,New York,82.64,7.4376,
2014,4,1,Phones,New York,84.95,22.087,
2011,5,26,Storage,Illinois,102.624,7.6968,
2013,7,15,Appliances,California,151.62,50.0346,
2014,10,3,Paper,New York,49.12,23.0864,
2012,7,31,Paper,New York,19.44,9.3312,
2011,9,29,Tables,Pennsylvania,67.176,-20.1528,
2013,11,4,Art,Iowa,75.96,22.788,
2011,9,30,Paper,New York,48.94,24.47,
2012,10,19,Phones,Michigan,149.95,44.985,
2011,12,9,Storage,Arizona,100.704,-1.2588,
2012,4,10,Storage,New York,142.04,38.3508,
2013,9,6,Phones,New York,43.6,12.208,
2014,8,8,Furnishings,California,51.75,15.525,
2013,11,16,Binders,California,38.136,13.3476,
2014,6,16,Storage,Minnesota,84.55,22.8285,
2014,6,4,Accessories,California,44.75,8.5025,
2011,4,18,Accessories,Texas,227.976,28.497,
2011,3,21,Paper,Virginia,122.97,60.2553,
2014,6,22,Binders,West Virginia,82.4,40.376,
2012,8,17,Accessories,Arizona,252.8,-31.6,
2014,12,31,Binders,New York,52.776,19.791,
2011,12,8,Paper,Washington,45.68,21.0128,
2012,11,12,Chairs,Florida,146.136,16.4403,
2012,8,24,Accessories,Kentucky,79.96,18.3908,
2014,12,6,Phones,Washington,31.176,-7.0146,
2013,12,4,Storage,New York,33.63,10.089,
2013,11,20,Phones,Texas,71.96,25.186,
2012,7,30,Storage,Texas,61.792,6.1792,
2012,9,17,Labels,New York,87.71,41.2237,
2014,4,5,Phones,New York,41.22,11.1294,
2013,3,9,Binders,New York,69.456,22.5732,
2014,3,17,Furnishings,Ohio,51.264,7.6896,
2012,8,23,Paper,Georgia,193.8,94.962,
2013,11,11,Binders,Missouri,81.96,39.3408,
2014,2,3,Storage,California,139.04,38.9312,
2011,11,12,Accessories,Texas,127.984,25.5968,
2014,4,9,Furnishings,Georgia,56.28,15.7584,
2013,12,19,Binders,Oregon,45.24,-30.16,
2014,10,29,Furnishings,North Carolina,77.952,15.5904,
2013,12,11,Appliances,Washington,65.34,22.869,
2014,11,7,Paper,California,26.4,12.672,
2011,9,11,Furnishings,California,127.95,21.7515,
2014,11,20,Binders,New York,41.28,13.932,
2012,9,26,Accessories,New York,50,12,
2014,11,17,Furnishings,California,119.94,23.988,
2014,12,19,Binders,California,46.672,16.3352,
2013,9,5,Furnishings,New York,63.94,24.9366,
2013,6,13,Phones,Delaware,68.04,19.7316,
2013,3,21,Phones,Oregon,84.784,-20.1362,
2014,9,23,Labels,Michigan,27.72,13.3056,
2012,9,7,Art,North Carolina,140.736,12.3144,
2013,4,9,Storage,California,64.96,2.5984,
2011,8,1,Paper,North Carolina,78.304,29.364,
2014,5,1,Paper,California,163.96,80.3404,
2012,12,3,Furnishings,North Carolina,77.952,12.6672,
2012,4,18,Labels,Indiana,75.18,35.3346,
2012,7,2,Appliances,Texas,32.784,-85.2384,
2014,2,4,Paper,Florida,115.296,40.3536,
2014,12,15,Accessories,Arkansas,44.75,8.5025,
2011,11,5,Accessories,Virginia,47.79,16.2486,
2012,9,17,Accessories,Florida,87.168,10.896,
2012,11,14,Furnishings,Delaware,76.14,26.649,
2012,11,30,Furnishings,Nevada,80.96,29.1456,
2014,5,20,Accessories,Georgia,67.8,4.068,
2014,11,18,Accessories,North Carolina,431.16,107.79,
2014,11,25,Art,California,27.76,9.9936,
2012,11,27,Accessories,Florida,83.976,-1.0497,
2012,9,17,Paper,California,32.4,15.552,
2013,3,22,Tables,Texas,99.372,-1.4196,
2014,11,25,Phones,Pennsylvania,89.988,-14.998,
2012,5,8,Furnishings,New York,79.44,30.1872,
2013,9,3,Furnishings,California,94.68,31.2444,
2014,12,4,Accessories,Florida,47.992,7.1988,
2011,3,11,Appliances,Kentucky,146.76,38.1576,
2014,11,6,Phones,New York,99.98,3.9992,
2011,4,5,Storage,Illinois,49.632,3.7224,
2012,9,8,Storage,California,41.88,0.8376,
2012,11,24,Paper,California,368.91,180.7659,
2011,11,22,Paper,California,53.82,24.219,
2013,9,5,Art,Tennessee,31.744,8.3328,
2014,5,21,Binders,Michigan,41.28,19.8144,
2014,9,27,Envelopes,California,71.88,33.0648,
2014,9,19,Storage,Texas,47.584,-2.974,
2013,6,24,Labels,New York,122.12,56.1752,
2013,3,27,Storage,North Carolina,67.64,5.9185,
2013,3,10,Accessories,Connecticut,199.75,87.89,
2013,6,24,Paper,New York,146.73,68.9631,
2013,9,7,Envelopes,North Carolina,95.952,29.985,
2012,12,6,Phones,Virginia,173.94,50.4426,
2013,5,27,Accessories,Florida,47.92,11.98,
2014,4,17,Bookcases,California,102.833,-6.049,
2011,5,2,Appliances,Ohio,26.136,1.9602,
2014,12,8,Accessories,Mississippi,52,23.4,
2014,3,4,Chairs,Michigan,180.98,47.0548,
2014,9,3,Labels,California,74,37,
2014,3,24,Binders,Washington,34.76,11.297,
2012,1,9,Appliances,Kentucky,163.44,45.7632,
2013,11,13,Furnishings,Illinois,22.752,-8.532,
2013,6,21,Accessories,Texas,95.968,26.3912,
2013,9,30,Binders,Alabama,62.94,30.2112,
2012,9,22,Paper,Virginia,32.4,15.552,
2013,2,25,Envelopes,Ohio,46.72,17.52,
2014,5,13,Paper,Massachusetts,87.6,42.048,
2014,5,26,Furnishings,New York,18.84,6.0288,
2011,6,27,Tables,Mississippi,85.98,22.3548,
2014,5,13,Supplies,California,238.62,4.7724,
2014,6,16,Paper,Tennessee,91.36,29.692,
2012,2,6,Paper,Virginia,29.9,13.455,
2011,11,18,Storage,Pennsylvania,76.792,-16.3183,
2014,12,4,Appliances,North Carolina,45.216,4.5216,
2011,9,16,Binders,New York,33.552,12.582,
2014,12,12,Chairs,Florida,64.784,-12.147,
2014,3,19,Appliances,California,90.86,26.3494,
2013,6,15,Accessories,California,29.29,9.6657,
2011,12,5,Paper,Ohio,98.376,35.6613,
2011,12,22,Storage,Illinois,132.16,9.912,
2012,9,27,Paper,Virginia,154.9,69.705,
2011,5,19,Supplies,Virginia,34.2,9.234,
2014,11,4,Phones,Florida,361.376,27.1032,
2013,10,30,Furnishings,Michigan,67,32.16,
2014,6,20,Furnishings,Ohio,38.784,7.272,
2013,10,4,Paper,California,97.82,45.9754,
2011,7,4,Appliances,Colorado,32.432,3.2432,
2013,10,31,Art,New York,114.95,32.186,
2011,6,9,Art,Texas,70.368,6.1572,
2014,12,26,Storage,Kentucky,95.94,9.594,
2014,5,13,Furnishings,New Jersey,42.85,15.426,
2014,3,14,Art,Illinois,29.76,1.86,
2011,4,19,Paper,Virginia,71.28,34.2144,
2014,12,2,Storage,Pennsylvania,37.392,2.337,
2013,12,12,Art,California,23.32,6.0632,
2013,11,8,Storage,New York,116.82,5.841,
2013,9,9,Bookcases,Massachusetts,173.94,13.9152,
2014,10,3,Phones,Washington,84.784,-20.1362,
2014,8,7,Supplies,New York,70.12,21.036,
2011,2,12,Storage,Missouri,64.96,2.5984,
2013,12,13,Appliances,California,56.52,15.8256,
2014,3,28,Paper,California,45.68,21.0128,
2013,1,5,Phones,Florida,59.184,5.1786,
2014,10,2,Paper,Nebraska,104.85,50.328,
2011,11,2,Phones,California,46.384,5.2182,
2013,10,8,Fasteners,Washington,93.36,0.9336,
2014,11,29,Envelopes,New York,79.96,35.982,
2011,4,7,Paper,Georgia,58.32,27.9936,
2014,4,24,Furnishings,California,66.36,26.544,
2013,7,2,Labels,New York,30.53,14.0438,
2011,9,8,Binders,Texas,51.184,-79.3352,
2012,12,10,Paper,New York,41.28,18.9888,
2014,8,1,Storage,California,56.56,15.2712,
2012,1,19,Tables,Texas,102.438,-13.1706,
2014,11,30,Furnishings,Tennessee,101.52,19.035,
2012,11,22,Storage,California,33.63,10.089,
2014,9,5,Chairs,Florida,97.184,6.074,
2011,10,31,Paper,California,64.74,30.4278,
2012,10,30,Machines,Colorado,59.994,-45.9954,
2013,3,14,Paper,Pennsylvania,41.24,13.9185,
2012,12,27,Accessories,Tennessee,72.744,-12.7302,
2014,12,16,Appliances,California,54.32,16.296,
2013,2,21,Furnishings,New York,68.95,28.959,
2013,6,21,Furnishings,Oklahoma,57.69,23.6529,
2011,8,8,Appliances,California,76.12,22.0748,
2011,12,20,Art,California,47.3,12.298,
2014,11,27,Binders,New York,93.344,32.6704,
2012,11,27,Paper,Massachusetts,40.08,19.2384,
2012,12,13,Binders,California,29.2,9.855,
2011,1,8,Furnishings,Texas,76.728,-53.7096,
2012,11,7,Paper,Texas,76.64,26.824,
2011,10,13,Envelopes,Virginia,36.4,17.472,
2013,9,12,Envelopes,Texas,99.568,33.6042,
2013,9,3,Art,New York,75.48,19.6248,
2013,7,3,Paper,Texas,41.472,14.5152,
2011,8,8,Accessories,Arizona,95.976,-10.7973,
2012,11,13,Phones,Delaware,89.98,43.1904,
2014,9,30,Chairs,Ohio,63.686,-15.4666,
2012,1,13,Binders,California,70.008,24.5028,
2012,9,26,Binders,New York,79.056,28.6578,
2014,11,20,Tables,New York,79.974,-29.3238,
2012,11,28,Furnishings,Ohio,71.12,9.779,
2013,11,5,Paper,California,38.88,18.6624,
2014,6,16,Phones,California,47.976,4.7976,
2013,9,4,Furnishings,Illinois,83.952,-90.2484,
2012,8,17,Binders,Massachusetts,52.2,23.49,
2013,4,2,Phones,New York,35.12,9.1312,
2011,4,4,Art,Michigan,79.36,23.808,
2014,11,24,Furnishings,Pennsylvania,24.048,7.2144,
2014,9,30,Binders,California,46.672,16.3352,
2012,11,17,Paper,Oklahoma,106.32,49.9704,
2013,9,6,Paper,Michigan,91.36,42.0256,
2014,12,22,Storage,California,124.36,33.5772,
2014,9,9,Fasteners,Texas,45.92,15.498,
2011,11,24,Furnishings,Virginia,111.15,48.906,
2011,7,12,Paper,Illinois,35.856,12.9978,
2014,12,26,Supplies,Texas,44.688,5.0274,
2011,9,22,Storage,California,169.45,42.3625,
2013,3,10,Binders,Massachusetts,51.8,23.31,
2014,11,6,Paper,Indiana,167.94,82.2906,
2013,2,4,Storage,California,93.02,3.7208,
2013,9,21,Binders,California,48.64,15.808,
2012,12,14,Art,Mississippi,56.3,15.764,
2014,5,28,Furnishings,Idaho,35,14.7,
2012,4,4,Furnishings,New York,108.4,22.764,
2011,6,21,Art,Connecticut,21.4,6.206,
2014,5,14,Envelopes,Indiana,180.96,81.432,
2014,12,1,Furnishings,California,25.83,9.5571,
2014,2,27,Furnishings,California,91.96,15.6332,
2012,9,1,Furnishings,Massachusetts,124.36,27.3592,
2014,1,31,Storage,California,129.3,6.465,
2014,12,29,Storage,Tennessee,64.784,-12.9568,
2014,2,14,Furnishings,Washington,107.53,21.506,
2014,12,8,Furnishings,Virginia,82.38,25.5378,
2014,10,20,Tables,Illinois,91.275,-67.5435,
2014,11,21,Art,North Carolina,23.968,2.6964,
2012,12,6,Paper,New York,41.86,20.5114,
2013,9,3,Storage,California,46.53,12.0978,
2013,1,22,Accessories,Ohio,55.176,15.8631,
2013,9,2,Paper,New York,24.56,11.5432,
2013,11,8,Binders,California,26.976,8.7672,
2012,10,31,Storage,California,46.84,12.6468,
2012,11,24,Binders,California,91.392,29.7024,
2012,10,31,Binders,California,29.8,9.3125,
2011,5,11,Accessories,Texas,46.864,7.6154,
2011,9,14,Paper,New York,44.82,21.0654,
2014,11,22,Paper,Washington,51.84,24.8832,
2014,3,21,Paper,Texas,56.704,19.1376,
2014,8,19,Binders,New York,107.424,33.57,
2011,9,21,Art,California,59.52,15.4752,
2012,7,3,Furnishings,Pennsylvania,282.888,56.5776,
2012,5,3,Storage,Pennsylvania,76.752,-9.594,
2011,8,12,Art,Florida,47.96,4.1965,
2014,12,9,Furnishings,New York,109.48,33.9388,
2012,10,9,Phones,Michigan,29.16,8.4564,
2012,4,25,Art,Wisconsin,57.75,16.17,
2014,6,9,Accessories,Arizona,89.544,12.3123,
2014,6,12,Art,Arizona,88.04,6.603,
2012,7,9,Storage,Maryland,98.21,28.4809,
2013,11,19,Appliances,California,67.84,18.3168,
2014,3,14,Storage,New Mexico,90.8,25.424,
2014,9,4,Bookcases,California,239.666,14.098,
2011,12,19,Accessories,Florida,247.8,-18.585,
2014,11,10,Storage,California,63.56,3.178,
2013,11,12,Accessories,Illinois,95.968,1.1996,
2014,3,5,Paper,Texas,89.568,32.4684,
2012,9,25,Accessories,Washington,159.98,57.5928,
2014,10,3,Art,Michigan,56.98,22.792,
2014,9,5,Accessories,New York,91.96,39.5428,
2014,1,28,Accessories,Ohio,71.976,-8.997,
2014,11,7,Paper,Pennsylvania,47.952,16.1838,
2013,12,24,Envelopes,Washington,61.96,30.3604,
2011,3,7,Binders,Washington,107.648,33.64,
2011,11,12,Bookcases,Texas,67.9932,-12.9987,
2014,5,23,Accessories,California,68.46,25.3302,
2014,9,19,Phones,Georgia,95.68,26.7904,
2014,12,19,Paper,Ohio,91.36,29.692,
2013,11,7,Chairs,California,81.424,-9.1602,
2014,12,10,Envelopes,Ohio,57.576,21.591,
2012,10,1,Storage,Colorado,139.424,17.428,
2014,8,2,Binders,California,54.896,18.5274,
2011,7,12,Chairs,Washington,123.136,13.8528,
2013,8,28,Paper,Massachusetts,81.54,36.693,
2011,10,20,Labels,Illinois,24.424,7.9378,
2014,4,13,Binders,Rhode Island,29.7,13.365,
2014,2,10,Accessories,Texas,127.984,15.998,
2011,12,16,Furnishings,California,44.46,14.6718,
2014,11,13,Phones,Texas,67.992,8.499,
2013,1,11,Furnishings,Ohio,54.992,8.9362,
2014,11,25,Envelopes,Tennessee,64.848,24.318,
2013,6,7,Furnishings,Ohio,82.64,0,
2012,12,6,Phones,California,219.184,19.1786,
2013,7,18,Paper,Missouri,51.84,25.4016,
2014,12,9,Chairs,California,113.568,-18.4548,
2014,1,22,Binders,Michigan,89.52,42.0744,
2014,6,16,Storage,Tennessee,142.776,17.847,
2014,10,22,Furnishings,Florida,45.696,5.1408,
2012,3,5,Appliances,Indiana,60.69,16.3863,
2013,1,15,Envelopes,New Jersey,52.34,24.5998,
2014,5,19,Phones,Georgia,55.98,15.6744,
2012,9,17,Storage,New York,94.6,27.434,
2011,7,20,Paper,California,22.83,10.7301,
2013,5,7,Furnishings,California,41.6,14.144,
2014,3,4,Accessories,Michigan,99.98,42.9914,
2012,3,22,Furnishings,California,91.96,15.6332,
2013,3,13,Appliances,California,154.9,40.274,
2012,12,30,Paper,California,68.52,31.5192,
2014,3,14,Binders,Connecticut,30.88,15.44,
2013,10,29,Storage,California,93.06,26.0568,
2014,6,16,Labels,Minnesota,44.4,22.2,
2013,8,7,Paper,New York,70.88,33.3136,
2011,8,8,Envelopes,Michigan,38.34,17.253,
2014,7,30,Accessories,Washington,90.57,11.7741,
2014,4,12,Art,California,41.86,14.2324,
2011,7,19,Tables,Connecticut,70.56,-4.032,
2012,5,25,Art,Kansas,21.24,8.0712,
2014,3,20,Furnishings,California,30.93,12.6813,
2012,11,27,Paper,Massachusetts,59.94,28.1718,
2014,12,9,Phones,Pennsylvania,83.988,-20.997,
2012,8,21,Paper,Pennsylvania,49.568,15.49,
2012,12,7,Furnishings,California,79.92,28.7712,
2012,10,30,Phones,Colorado,87.96,30.786,
2012,12,11,Binders,Michigan,23,10.35,
2014,8,27,Storage,Michigan,53.72,13.9672,
2012,8,8,Accessories,New York,79.99,28.7964,
2014,7,2,Binders,Indiana,169.99,78.1954,
